BugId,CId,position,project
99167,210273,2,SWT
96494,213996,4,SWT
94818,217107,11,SWT
73100,240516,7,SWT
124414,191658,9,SWT
102543,207315,2,SWT
37782,276573,8,SWT
87664,230061,4,SWT
117816,194055,6,SWT
85119,232713,5,SWT
85312,223737,9,SWT
93380,195993,3,SWT
79881,226236,1,SWT
33166,278919,3,SWT
74241,242250,6,SWT
67355,249135,5,SWT
94946,214965,4,SWT
55541,257295,6,SWT
54426,190383,1,SWT
54575,254541,11,SWT
87695,227511,1,SWT
105849,205530,10,SWT
87294,220473,3,SWT
32828,262548,8,SWT
87695,228582,1,SWT
134760,173553,7,SWT
123922,180387,1,SWT
110346,199869,6,SWT
67626,222258,7,SWT
137320,178755,8,SWT
56063,252858,5,SWT
65695,249594,6,SWT
133183,174522,4,SWT
90246,215628,6,SWT
9440,383214,2,JDT
20508,368016,3,JDT
50100,294066,3,JDT
47874,298197,4,JDT
44204,277644,2,JDT
77839,253164,2,JDT
53839,289272,5,JDT
41798,310182,4,JDT
79989,247962,10,JDT
29711,347616,7,JDT
85831,232764,8,JDT
28369,352869,8,JDT
19702,367200,9,JDT
46341,288711,11,JDT
36498,323493,2,JDT
45517,303909,3,JDT
46351,302532,2,JDT
40952,307989,4,JDT
66548,263160,1,JDT
81098,241128,7,JDT
36498,323085,2,JDT
60715,279939,1,JDT
61005,276063,1,JDT
78051,248676,1,JDT
67046,262344,7,JDT
47010,280500,5,JDT
58778,282591,7,JDT
30786,348534,4,JDT
56459,284529,8,JDT
37399,319617,8,JDT
49527,284478,7,JDT
53000,285039,5,JDT
18034,375411,6,JDT
72046,258111,11,JDT
29698,350931,2,JDT
33034,336345,1,JDT
43248,286926,1,JDT
46946,301665,9,JDT
56459,284631,4,JDT
38299,318087,10,JDT
28250,352257,7,JDT
51026,263772,5,JDT
27075,354144,3,JDT
64897,268413,1,JDT
29161,351849,1,JDT
63845,270045,7,JDT
66664,263058,4,JDT
40347,313803,9,JDT
73890,257193,3,JDT
83697,241179,1,JDT
63769,270708,4,JDT
77950,248931,1,JDT
17317,376992,9,JDT
38482,278154,9,JDT
62863,272595,3,JDT
23553,353277,1,JDT
18510,369597,7,JDT
85377,234498,9,JDT
74627,247044,4,JDT
81250,240057,8,JDT
88188,232968,3,JDT
37197,320331,6,JDT
32906,326400,1,JDT
57569,276267,7,JDT
9112,378675,6,JDT
72046,258060,10,JDT
32831,336192,8,JDT
26452,356235,4,JDT
60101,279072,6,JDT
23188,365874,6,JDT
16230,371841,6,JDT
17916,373779,1,JDT
49838,289527,7,JDT
25324,346188,1,JDT
9228,381735,9,JDT
48122,300084,7,JDT
53888,282489,5,JDT
88941,231234,3,JDT
17603,376074,10,JDT
81140,240516,4,JDT
31150,344556,2,JDT
32626,329205,7,JDT
28824,351441,5,JDT
34335,325584,1,JDT
66092,265251,1,JDT
66354,246942,1,JDT
40243,239088,11,JDT
28720,338640,7,JDT
82475,241893,7,JDT
63688,260865,5,JDT
45509,304419,5,JDT
23528,364242,6,JDT
63529,270657,10,JDT
44204,277491,9,JDT
23528,364446,8,JDT
48122,300237,1,JDT
27807,348993,1,JDT
88741,231591,3,JDT
32987,335325,2,JDT
77439,252807,3,JDT
29107,346392,10,Eclipse_Platform_UI
72426,320637,6,Eclipse_Platform_UI
169529,215526,4,Eclipse_Platform_UI
147530,218892,1,Eclipse_Platform_UI
137640,247197,1,Eclipse_Platform_UI
53424,337059,2,Eclipse_Platform_UI
164217,227409,3,Eclipse_Platform_UI
167893,214557,10,Eclipse_Platform_UI
59476,282336,7,Eclipse_Platform_UI
161401,232305,8,Eclipse_Platform_UI
98332,299829,3,Eclipse_Platform_UI
82743,294780,8,Eclipse_Platform_UI
89139,307428,2,Eclipse_Platform_UI
123977,279480,8,Eclipse_Platform_UI
161828,232815,1,Eclipse_Platform_UI
138404,246279,7,Eclipse_Platform_UI
77738,319311,11,Eclipse_Platform_UI
113178,274278,10,Eclipse_Platform_UI
26435,350523,5,Eclipse_Platform_UI
126779,272748,3,Eclipse_Platform_UI
73027,322881,5,Eclipse_Platform_UI
96114,301002,8,Eclipse_Platform_UI
38462,339507,4,Eclipse_Platform_UI
53565,335580,2,Eclipse_Platform_UI
123375,275706,6,Eclipse_Platform_UI
50022,337467,10,Eclipse_Platform_UI
114390,287589,6,Eclipse_Platform_UI
123375,275961,3,Eclipse_Platform_UI
169696,213996,5,Eclipse_Platform_UI
38782,343485,6,Eclipse_Platform_UI
123989,277797,6,Eclipse_Platform_UI
169697,213384,5,Eclipse_Platform_UI
147737,242760,5,Eclipse_Platform_UI
66439,325686,3,Eclipse_Platform_UI
35192,344505,4,Eclipse_Platform_UI
127861,269688,1,Eclipse_Platform_UI
129246,261426,1,Eclipse_Platform_UI
171998,212262,7,Eclipse_Platform_UI
26366,350676,2,Eclipse_Platform_UI
126839,258774,11,Eclipse_Platform_UI
162805,227766,2,Eclipse_Platform_UI
95974,301155,9,Eclipse_Platform_UI
136724,245055,7,Eclipse_Platform_UI
76506,320892,1,Eclipse_Platform_UI
88653,306561,4,Eclipse_Platform_UI
127523,261528,2,Eclipse_Platform_UI
169694,213792,5,Eclipse_Platform_UI
123496,279021,2,Eclipse_Platform_UI
131978,253521,5,Eclipse_Platform_UI
126839,256530,11,Eclipse_Platform_UI
114390,287844,7,Eclipse_Platform_UI
65711,326196,2,Eclipse_Platform_UI
65444,325482,7,Eclipse_Platform_UI
105809,296514,4,Eclipse_Platform_UI
162916,231744,6,Eclipse_Platform_UI
122053,280449,8,Eclipse_Platform_UI
123375,276522,7,Eclipse_Platform_UI
44443,340884,1,Eclipse_Platform_UI
167450,220167,4,Eclipse_Platform_UI
56973,319821,11,Eclipse_Platform_UI
147545,243372,4,Eclipse_Platform_UI
107377,290088,6,Eclipse_Platform_UI
68787,293607,5,Eclipse_Platform_UI
84314,281265,6,Eclipse_Platform_UI
90646,291975,10,Eclipse_Platform_UI
127861,268617,1,Eclipse_Platform_UI
126839,256275,1,Eclipse_Platform_UI
50151,339252,5,Eclipse_Platform_UI
94438,302328,1,Eclipse_Platform_UI
171415,211854,7,Eclipse_Platform_UI
135088,251022,1,Eclipse_Platform_UI
138824,246483,2,Eclipse_Platform_UI
60277,331755,3,Eclipse_Platform_UI
